Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed10_1.txt	200	67	3	Optimal	89.43866014480591	AB	149.0	196.0	345.0	1.0	345.0	0.0
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed10_2.txt	200	67	5	Optimal	185.15800714492798	AB	321.0	400.0	721.0	1.0	721.0	0.0
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed10_3.txt	200	67	10	Optimal	582.8999049663544	AB	564.0	756.0	1320.0	1.0	1320.0	0.0
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed10_4.txt	200	67	15	Optimal	1205.8788890838623	AB	725.0	1073.0	1798.0	1.0	1798.0	0.0
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed10_5.txt	200	67	20	Optimal	1642.7412939071655	AB	909.0	1362.0	2271.0	1.0	2271.0	0.0
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed11_1.txt	300	5	3	TimeLimit	3600.21777510643	AB	188.0	206.0	394.0	1.0	375.0	0.048223350253807105
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed11_2.txt	300	5	5	TimeLimit	3604.9356620311737	AB	307.0	360.0	667.0	1.0	640.0	0.04047976011994003
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed11_3.txt	300	5	10	TimeLimit	3600.779611825943	AB	618.0	700.0	1318.0	1.0	1244.0	0.05614567526555387
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed11_4.txt	300	5	15	TimeLimit	3601.581831932068	AB	1023.0	1096.0	2119.0	1.0	1879.0	0.11326097215667767
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed11_5.txt	300	5	20	TimeLimit	3601.397670030594	AB	1235.0	1417.0	2652.0	1.0	2459.0	0.07277526395173455
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed12_1.txt	300	10	3	TimeLimit	3600.2077100276947	AB	197.0	220.0	417.0	789.0	413.0	0.009592326139088728
MIP	../../instancesSurcharges/alpha0_1/pmed/pmed12_2.txt	300	10	5	TimeLimit	3600.249883890152	AB	332.0	369.0	701.0	2.0	680.0	0.029957203994293864
