Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_1.txt	200	67	3	Optimal	126.46113085746765	B	177.0	196.0	373.0	1.0	196.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_2.txt	200	67	5	Optimal	152.35794711112976	B	369.0	400.0	769.0	1.0	400.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_3.txt	200	67	10	Optimal	576.9734089374542	B	684.0	756.0	1440.0	1.0	756.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_4.txt	200	67	15	Optimal	1028.6194689273834	B	950.0	1073.0	2023.0	1.0	1073.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_5.txt	200	67	20	Optimal	1635.6234838962555	B	1218.0	1362.0	2580.0	1.0	1362.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_1.txt	300	5	3	TimeLimit	3600.408452987671	B	192.0	206.0	398.0	1.0	195.0	0.05339805825242718
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_2.txt	300	5	5	TimeLimit	3600.3784699440002	B	324.0	353.0	677.0	1.0	330.0	0.06515580736543909
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_3.txt	300	5	10	TimeLimit	3600.6210749149323	B	628.0	705.0	1333.0	1.0	617.0	0.12482269503546099
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_4.txt	300	5	15	TimeLimit	3601.105493068695	B	929.0	1113.0	2042.0	1.0	929.0	0.16531895777178796
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_5.txt	300	5	20	TimeLimit	3601.8039331436157	B	1248.0	1418.0	2666.0	1.0	1218.0	0.14104372355430184
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_1.txt	300	10	3	Optimal	2161.8012590408325	B	205.0	216.0	421.0	21.0	216.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_2.txt	300	10	5	TimeLimit	3600.786570072174	B	341.0	376.0	717.0	1.0	353.0	0.061170212765957445
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_3.txt	300	10	10	TimeLimit	3603.613979101181	B	791.0	897.0	1688.0	1.0	600.0	0.3311036789297659
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_4.txt	300	10	15	TimeLimit	3601.093894958496	B	1054.0	1194.0	2248.0	1.0	887.0	0.25711892797319935
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_5.txt	300	10	20	TimeLimit	4106.115160942078	B	1521.0	1632.0	3153.0	1.0	1255.0	0.23100490196078433
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed13_1.txt	300	30	3	Optimal	423.7527198791504	B	167.0	173.0	340.0	1.0	173.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed13_2.txt	300	30	5	Optimal	1767.4492449760437	B	269.0	278.0	547.0	1.0	278.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed13_3.txt	300	30	10	TimeLimit	3600.4467849731445	B	522.0	574.0	1096.0	1.0	525.0	0.08536585365853659
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed13_4.txt	300	30	15	TimeLimit	3600.9710018634796	B	1009.0	1141.0	2150.0	1.0	760.0	0.3339176161262051
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed13_5.txt	300	30	20	TimeLimit	3601.9202032089233	B	1188.0	1407.0	2595.0	1.0	948.0	0.326226012793177
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed14_1.txt	300	60	3	Optimal	186.13356685638428	B	189.0	199.0	388.0	1.0	199.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed14_2.txt	300	60	5	Optimal	476.2168879508972	B	314.0	328.0	642.0	1.0	328.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed14_3.txt	300	60	10	Optimal	1196.3396730422974	B	616.0	687.0	1303.0	1.0	687.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed14_4.txt	300	60	15	Optimal	2268.2764790058136	B	903.0	1003.0	1906.0	1.0	1003.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed14_5.txt	300	60	20	Optimal	3034.582113981247	B	1193.0	1323.0	2516.0	1.0	1323.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed15_1.txt	300	100	3	Optimal	198.59860014915466	B	150.0	158.0	308.0	1.0	158.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed15_2.txt	300	100	5	Optimal	355.89689898490906	B	243.0	251.0	494.0	1.0	251.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed15_3.txt	300	100	10	Optimal	1000.3073561191559	B	558.0	589.0	1147.0	1.0	589.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed15_4.txt	300	100	15	Optimal	1244.325756072998	B	673.0	719.0	1392.0	1.0	719.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed15_5.txt	300	100	20	Optimal	3367.968167066574	B	1053.0	1108.0	2161.0	1.0	1108.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed16_1.txt	400	5	3	TimeLimit	3600.587439060211	B	158.0	165.0	323.0	1.0	158.0	0.04242424242424243
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed16_2.txt	400	5	5	TimeLimit	3600.3208689689636	B	248.0	269.0	517.0	1.0	250.0	0.07063197026022305
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed16_3.txt	400	5	10	TimeLimit	3600.543881893158	B	535.0	623.0	1158.0	1.0	486.0	0.21990369181380418
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed16_4.txt	400	5	15	TimeLimit	3600.9761111736298	B	942.0	974.0	1916.0	1.0	752.0	0.22792607802874743
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed16_5.txt	400	5	20	TimeLimit	3602.019320011139	B	1288.0	1457.0	2745.0	1.0	971.0	0.3335621139327385
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed17_1.txt	400	10	3	TimeLimit	3600.1631338596344	B	150.0	154.0	304.0	1.0	132.0	0.14285714285714285
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed17_2.txt	400	10	5	TimeLimit	3600.3527598381042	B	244.0	252.0	496.0	1.0	214.0	0.15079365079365079
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed17_3.txt	400	10	10	TimeLimit	3600.3375380039215	B	471.0	508.0	979.0	1.0	432.0	0.14960629921259844
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed17_4.txt	400	10	15	TimeLimit	3600.6445960998535	B	697.0	752.0	1449.0	1.0	624.0	0.1702127659574468
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed17_5.txt	400	10	20	TimeLimit	3600.9913699626923	B	946.0	1007.0	1953.0	1.0	848.0	0.15789473684210525
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed18_1.txt	400	40	3	Optimal	199.06121492385864	B	165.0	168.0	333.0	1.0	168.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed18_2.txt	400	40	5	Optimal	520.8000199794769	B	266.0	276.0	542.0	1.0	276.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed18_3.txt	400	40	10	TimeLimit	3600.466663837433	B	516.0	531.0	1047.0	1.0	523.0	0.015065913370998116
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed18_4.txt	400	40	15	TimeLimit	3600.9306910037994	B	735.0	867.0	1602.0	1.0	626.0	0.2779700115340254
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed18_5.txt	400	40	20	TimeLimit	3601.1346728801727	B	1220.0	1276.0	2496.0	1.0	895.0	0.29858934169278994
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed19_1.txt	400	80	3	Optimal	220.36299395561218	B	110.0	110.0	220.0	1.0	110.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed19_2.txt	400	80	5	Optimal	485.4571828842163	B	177.0	180.0	357.0	1.0	180.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed19_3.txt	400	80	10	Optimal	2072.801857948303	B	356.0	368.0	724.0	1.0	368.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed19_4.txt	400	80	15	TimeLimit	3600.8747379779816	B	541.0	566.0	1107.0	1.0	562.0	0.007067137809187279
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed19_5.txt	400	80	20	TimeLimit	3601.2164340019226	B	768.0	848.0	1616.0	1.0	645.0	0.23938679245283018
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed1_1.txt	100	5	3	Optimal	1999.5305519104004	B	441.0	470.0	911.0	4680.0	470.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed1_2.txt	100	5	5	TimeLimit	3600.015095949173	B	676.0	801.0	1477.0	5082.0	769.0	0.039950062421972535
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed1_3.txt	100	5	10	TimeLimit	3600.080408811569	B	1565.0	1722.0	3287.0	2255.0	1558.0	0.09523809523809523
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed1_4.txt	100	5	15	TimeLimit	3600.03742480278	B	2209.0	2486.0	4695.0	1113.0	2368.0	0.04746580852775543
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed1_5.txt	100	5	20	TimeLimit	3600.1063220500946	B	3028.0	3533.0	6561.0	683.0	3095.0	0.12397395980752901
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed20_1.txt	400	133	3	Optimal	322.7317018508911	B	140.0	142.0	282.0	1.0	142.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed20_2.txt	400	133	5	Optimal	284.2694640159607	B	195.0	201.0	396.0	1.0	201.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed20_3.txt	400	133	10	Optimal	1780.3087289333344	B	427.0	446.0	873.0	1.0	446.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed20_4.txt	400	133	15	Optimal	2976.0888299942017	B	597.0	632.0	1229.0	1.0	632.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed20_5.txt	400	133	20	TimeLimit	3601.214775085449	B	842.0	912.0	1754.0	1.0	806.0	0.1162280701754386
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed21_1.txt	500	5	3	TimeLimit	3600.2578539848328	B	140.0	149.0	289.0	1.0	126.0	0.15436241610738255
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed21_2.txt	500	5	5	TimeLimit	3600.389232158661	B	230.0	248.0	478.0	1.0	208.0	0.16129032258064516
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed21_3.txt	500	5	10	TimeLimit	5011.951101064682	B	570.0	599.0	1169.0	1.0	412.0	0.3121869782971619
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed21_4.txt	500	5	15	TimeLimit	3719.917098045349	B	798.0	871.0	1669.0	1.0	383.0	0.5602755453501722
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed21_5.txt	500	5	20	TimeLimit	4105.260197162628	B	1164.0	1196.0	2360.0	1.0	590.0	0.5066889632107023
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed22_1.txt	500	10	3	TimeLimit	3600.3454871177673	B	145.0	153.0	298.0	1.0	125.0	0.1830065359477124
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed22_2.txt	500	10	5	TimeLimit	3600.5387120246887	B	237.0	256.0	493.0	1.0	205.0	0.19921875
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed22_3.txt	500	10	10	TimeLimit	3601.718008041382	B	524.0	558.0	1082.0	1.0	446.0	0.2007168458781362
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed22_4.txt	500	10	15	TimeLimit	10796.241030931473	B	815.0	919.0	1734.0	1.0	604.0	0.34276387377584333
