Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
LP	../../instancesSurcharges/alpha0_2/pmed/pmed10_1.txt	200	67	3	Optimal	40.82306718826294	B	112.40936823940896	125.29685898698506	237.70622722639402	0.0	151.0
LP	../../instancesSurcharges/alpha0_2/pmed/pmed10_2.txt	200	67	5	Optimal	118.17323303222656	B	302.7852523289072	302.41377356068324	605.1990258895904	0.0	335.5
LP	../../instancesSurcharges/alpha0_2/pmed/pmed10_3.txt	200	67	10	Optimal	125.72919511795044	B	493.7816592488086	552.7442485059669	1046.5259077547755	0.0	612.5
LP	../../instancesSurcharges/alpha0_2/pmed/pmed10_4.txt	200	67	15	Optimal	180.47759103775024	B	693.592754361645	728.6941353646803	1422.2868897263252	0.0	767.0
LP	../../instancesSurcharges/alpha0_2/pmed/pmed10_5.txt	200	67	20	Optimal	209.20713901519775	B	835.4893145606259	923.8328340912246	1759.3221486518505	0.0	990.5
LP	../../instancesSurcharges/alpha0_2/pmed/pmed11_1.txt	300	5	3	Optimal	521.8370900154114	B	96.11514500008562	97.5	193.61514500008562	0.0	161.47448302428023
LP	../../instancesSurcharges/alpha0_2/pmed/pmed11_2.txt	300	5	5	Optimal	550.6275160312653	B	170.07324417490406	170.5	340.57324417490406	0.0	280.5493933101955
LP	../../instancesSurcharges/alpha0_2/pmed/pmed11_3.txt	300	5	10	Optimal	2166.512359857559	B	304.63644036434056	320.005285743778	624.6417261081185	0.0	539.0137283458016
LP	../../instancesSurcharges/alpha0_2/pmed/pmed12_1.txt	300	10	3	Optimal	408.5425000190735	B	173.2976709011187	164.43549596079652	337.7331668619152	0.0	198.0
LP	../../instancesSurcharges/alpha0_2/pmed/pmed12_2.txt	300	10	5	Optimal	494.8820071220398	B	182.0773937117892	183.67775295652623	365.75514666831543	0.0	295.24418803093016
LP	../../instancesSurcharges/alpha0_2/pmed/pmed12_3.txt	300	10	10	Optimal	1289.967113018036	B	353.958414169802	349.96283009689046	703.9212442666924	0.0	502.3997701892353
LP	../../instancesSurcharges/alpha0_2/pmed/pmed12_4.txt	300	10	15	Optimal	2961.3993060588837	B	480.4269235785896	512.0553387155265	992.4822622941161	0.0	763.9941253556756
LP	../../instancesSurcharges/alpha0_2/pmed/pmed12_5.txt	300	10	20	Optimal	2067.640007019043	B	699.2229626544033	700.6780498971249	1399.9010125515283	0.0	1130.6630972215235
LP	../../instancesSurcharges/alpha0_2/pmed/pmed13_1.txt	300	30	3	Optimal	94.8526680469513	B	155.03972822674217	148.25	303.28972822674217	0.0	161.5
LP	../../instancesSurcharges/alpha0_2/pmed/pmed13_2.txt	300	30	5	Optimal	89.71066403388977	B	241.45037546933665	248.57386010183257	490.02423557116924	0.0	258.0
LP	../../instancesSurcharges/alpha0_2/pmed/pmed13_3.txt	300	30	10	Optimal	586.6285400390625	B	450.9790698760407	465.4377867248558	916.4168566008965	0.0	484.0
