Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_1.txt	200	67	3	Optimal	60.37215805053711	A	149.0	397.0	546.0	1.0	149.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_2.txt	200	67	5	Optimal	148.55216002464294	A	321.0	754.0	1075.0	1.0	321.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_3.txt	200	67	10	Optimal	239.75723695755005	A	564.0	1265.0	1829.0	1.0	564.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_4.txt	200	67	15	Optimal	589.4479858875275	A	725.0	2099.0	2824.0	1.0	725.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed10_5.txt	200	67	20	Optimal	468.2984788417816	A	909.0	2599.0	3508.0	1.0	909.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_1.txt	300	5	3	TimeLimit	3600.3249220848083	A	185.0	332.0	517.0	1.0	171.0	0.07567567567567568
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_2.txt	300	5	5	TimeLimit	3602.1448781490326	A	301.0	486.0	787.0	1.0	285.0	0.053156146179401995
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_3.txt	300	5	10	TimeLimit	3600.823965072632	A	650.0	1165.0	1815.0	1.0	558.0	0.14153846153846153
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_4.txt	300	5	15	TimeLimit	3600.7488939762115	A	1016.0	1305.0	2321.0	1.0	833.0	0.18011811023622049
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed11_5.txt	300	5	20	TimeLimit	3601.4565501213074	A	1227.0	1703.0	2930.0	1.0	1103.0	0.10105949470252648
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_1.txt	300	10	3	Optimal	1265.4570820331573	A	193.0	334.0	527.0	1.0	193.0	0.0
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_2.txt	300	10	5	TimeLimit	3600.2145850658417	A	314.0	634.0	948.0	6.0	303.0	0.03503184713375796
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_3.txt	300	10	10	TimeLimit	3601.3067100048065	A	765.0	1401.0	2166.0	1.0	525.0	0.3137254901960784
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_4.txt	300	10	15	TimeLimit	3602.0990719795227	A	980.0	1771.0	2751.0	1.0	792.0	0.19183673469387755
MIP	../../instancesSurcharges/alpha0_2/pmed/pmed12_5.txt	300	10	20	TimeLimit	3602.79762506485	A	1473.0	2106.0	3579.0	1.0	1143.0	0.2240325865580448
